Timestamp (ms),Date,Hour (h),Minute (min),Second (s),Analog 1 (V),Analog 2 (V),Analog 3 (V),Analog 4 (V),Accel X (g),Accel Y (g),Accel Z (g),Intake Air Temp (°F),Coolant Temp (°F),Economy (l/100km),Econ avg 1 (l/100km),Econ avg 2 (l/100km),Trip 1 (km),Trip 2 (km),Fuel usage (l/h),Engine Speed (RPM),Engine Load (mg/str),Mass Airflow (kg/h),MAF Voltage (V),Knock Current (°CRK),Vanos (°CRK),TPS (%),Ignition Angle (°CRK),Fuel Inj (ms),Speed (mph),IACV (%),Lambda Int 1 (%),Lambda Int 2 (%),Lambda 1 (V),Lambda 2 (V),Battery Voltage (V),WBO (AFR),Oil Temp (°F),Oil Pressure (PSI),Brake Pressure (%),GPS Speed (km/h),GPS North (Angle),GPS Altitude (m),GPS Latitude (°),GPS Longitude (°),
6119,250209,19,36,23,2.390,0.508,0.577,3.155,0.728,-0.104,-0.088,92,184,99.00,98.24,98.24,511.31,511.34,8.00,3585,104.10,67.50,2.01,0.00,15.35,11,40.93,2.93,35,0,4.21,9.04,1.02,2.79,13.84,14.45,204,68,1,52.41,255.30,157.300003,30.136572,-97.637566,
6192,250209,19,36,23,2.303,0.554,0.558,3.155,0.728,-0.104,-0.088,94,184,99.00,98.24,98.24,511.31,511.34,7.87,3583,104.08,67.50,1.99,0.00,15.35,11,40.93,2.91,33,0,3.52,6.97,0.94,1.64,13.94,14.50,204,67,0,52.08,252.58,157.300003,30.136568,-97.637581,
6259,250209,19,36,23,2.394,0.467,0.553,3.155,0.832,-0.040,-0.176,94,184,99.00,98.24,98.24,511.31,511.34,7.82,3577,95.03,55.00,1.78,0.00,15.35,6,42.05,2.54,33,0,2.86,6.29,0.90,1.23,13.84,14.49,204,68,0,51.84,250.00,157.300003,30.136564,-97.637596,
6335,250209,19,36,23,2.320,0.502,0.577,3.155,0.816,-0.008,-0.104,94,184,99.00,98.24,98.24,511.31,511.34,6.80,3577,95.03,55.00,1.78,0.00,15.35,6,42.05,2.54,33,0,2.86,6.29,0.90,1.23,13.84,14.53,204,68,0,51.63,246.28,157.300003,30.136559,-97.637611,
6412,250209,19,36,23,2.337,0.528,0.581,3.155,0.936,-0.040,-0.216,94,184,99.00,98.24,98.24,511.31,511.34,5.33,3540,81.59,39.00,1.46,0.00,15.73,0,41.68,2.01,33,0,2.27,5.70,0.82,1.03,13.94,14.44,204,67,0,51.63,246.28,157.300003,30.136559,-97.637611,
6479,250209,19,36,23,2.359,0.496,0.561,3.155,1.000,-0.040,-0.188,94,184,99.00,98.24,98.24,511.31,511.34,4.60,3509,70.56,34.00,1.37,0.00,14.98,0,38.69,1.75,33,0,1.80,5.21,0.76,0.90,13.94,14.49,204,67,1,51.56,242.57,157.300003,30.136553,-97.637619,
6552,250209,19,36,23,2.380,0.509,0.581,3.155,0.968,-0.104,-0.176,94,184,99.00,98.24,98.24,511.31,511.34,4.35,3525,64.60,37.25,1.44,0.00,14.98,0,36.08,1.64,33,0,1.32,4.74,0.72,0.82,13.94,14.49,204,68,0,50.78,239.48,157.300003,30.136545,-97.637634,
6622,250209,19,36,23,2.378,0.566,0.578,3.155,1.000,-0.056,-0.124,94,184,99.00,98.24,98.24,511.31,511.35,4.35,3492,61.15,34.00,1.37,0.00,14.98,0,33.10,1.57,33,0,0.85,4.26,0.68,0.78,13.94,14.49,204,68,0,50.73,236.05,157.300003,30.136538,-97.637642,
6692,250209,19,36,23,2.316,0.527,0.579,3.155,1.004,-0.136,-0.324,94,184,99.00,98.24,98.24,511.31,511.35,4.11,3412,52.06,31.75,1.31,0.00,13.48,0,28.62,1.47,33,0,0.85,4.15,0.68,0.76,13.94,14.48,204,68,1,50.73,236.05,157.300003,30.136538,-97.637642,
6759,250209,19,36,23,2.377,0.508,0.578,3.155,1.004,-0.136,-0.324,94,184,99.00,98.24,98.24,511.31,511.35,3.75,3417,51.28,31.75,1.29,0.00,12.73,0,28.62,1.46,33,0,0.85,4.15,0.74,0.80,13.84,14.43,204,67,0,50.62,233.13,157.199997,30.136530,-97.637657,
6833,250209,19,36,23,2.330,0.591,0.581,3.155,0.920,-0.016,-0.232,94,184,99.00,98.24,98.24,511.31,511.35,3.75,3376,51.16,31.00,1.29,0.00,12.73,0,27.50,1.46,33,0,0.85,4.15,1.00,1.00,13.84,14.38,204,67,1,50.13,229.39,157.199997,30.136522,-97.637665,
6912,250209,19,36,23,2.380,0.477,0.564,3.155,0.920,0.000,-0.256,94,184,99.00,98.24,98.24,511.32,511.35,3.69,3352,50.82,30.75,1.29,0.00,11.98,0,27.13,1.45,33,0,0.85,4.15,3.24,3.94,13.74,14.41,204,66,1,50.13,229.39,157.199997,30.136522,-97.637665,
6979,250209,19,36,23,2.353,0.586,0.558,3.155,0.924,0.084,-0.244,94,184,99.00,98.24,98.24,511.32,511.35,3.65,3303,51.43,30.75,1.29,0.00,11.98,0,26.01,1.46,33,0,0.85,4.15,4.76,4.57,13.84,14.42,204,66,0,48.91,225.81,157.199997,30.136513,-97.637680,
7052,250209,19,36,23,2.323,0.493,0.578,3.155,0.968,-0.172,0.048,94,184,99.00,98.24,98.24,511.32,511.35,3.62,3303,51.43,30.75,1.29,0.00,11.98,0,26.01,1.46,33,0,0.85,4.15,4.76,4.57,13.84,14.48,204,67,0,48.32,222.33,157.199997,30.136503,-97.637688,
7122,250209,19,36,24,2.346,0.521,0.579,3.155,0.952,-0.016,-0.204,94,184,99.00,98.24,98.24,511.32,511.35,3.57,3239,51.79,30.75,1.29,0.00,11.61,0,24.89,1.47,33,0,0.85,4.15,4.78,4.70,13.84,14.45,204,66,0,47.30,217.83,157.199997,30.136494,-97.637695,
7192,250209,19,36,24,2.301,0.521,0.586,3.155,1.248,0.092,0.032,92,184,99.00,98.24,98.24,511.32,511.35,4.63,3232,57.46,34.25,1.39,0.00,11.98,4,29.74,1.91,32,0,3.84,7.13,4.80,4.74,13.84,14.49,204,68,0,47.30,217.83,157.199997,30.136494,-97.637695,
7259,250209,19,36,24,2.355,0.532,0.578,3.155,1.240,-0.480,-0.356,92,184,99.00,98.24,98.24,511.32,511.35,4.86,3225,69.47,41.00,1.52,0.00,11.98,5,37.57,2.01,32,0,4.24,7.54,4.80,4.78,13.94,14.42,204,67,0,46.52,213.04,157.199997,30.136484,-97.637703,
7332,250209,19,36,24,2.362,0.527,0.583,3.155,1.240,-0.480,-0.356,92,184,99.00,98.24,98.24,511.32,511.35,4.86,3206,80.45,47.50,1.66,0.00,11.61,8,37.20,2.27,32,0,4.64,7.93,4.80,4.78,13.84,14.44,204,66,1,46.34,209.38,157.199997,30.136475,-97.637711,
7399,250209,19,36,24,2.342,0.479,0.560,3.155,1.004,-0.356,-0.288,92,184,99.00,98.24,98.24,511.32,511.35,5.46,3213,91.79,54.50,1.80,0.00,11.98,11,36.83,2.60,32,0,5.14,8.41,4.80,4.80,13.84,14.23,204,67,0,46.34,209.38,157.199997,30.136475,-97.637711,
7472,250209,19,36,24,2.356,0.602,0.586,3.155,1.200,0.228,-0.108,92,184,99.00,98.24,98.24,511.32,511.35,6.25,3185,103.40,60.00,1.89,0.00,11.61,11,35.71,2.97,32,0,5.69,8.95,4.80,4.80,13.94,14.49,204,64,0,45.52,204.54,157.199997,30.136463,-97.637711,
7540,250209,19,36,24,2.435,0.560,0.583,3.155,0.912,0.188,-0.168,92,184,99.00,98.24,98.24,511.32,511.35,7.11,3167,112.14,64.75,1.95,0.00,11.98,12,34.96,3.26,32,0,6.29,9.55,4.80,4.80,13.94,14.49,204,68,1,45.10,199.66,157.199997,30.136452,-97.637718,
7612,250209,19,36,24,2.129,0.576,0.587,3.155,1.036,0.188,-0.072,92,184,99.00,98.24,98.24,511.32,511.35,7.74,3167,112.14,64.75,1.95,0.00,11.98,12,34.96,3.26,32,0,6.29,9.55,4.80,4.80,13.94,14.65,204,69,1,45.10,199.66,157.199997,30.136452,-97.637718,
7679,250209,19,36,24,1.713,0.496,0.578,3.155,1.052,-0.152,-0.172,92,184,99.00,98.24,98.24,511.32,511.36,8.16,3169,116.78,68.25,2.01,0.00,11.61,14,34.96,3.43,32,0,6.93,10.18,4.80,3.63,13.94,13.56,204,61,1,45.24,195.43,157.300003,30.136440,-97.637718,
7752,250209,19,36,24,1.862,0.516,0.579,3.155,1.072,-0.124,-0.228,92,184,99.00,98.24,98.24,511.32,511.36,10.28,3164,145.55,86.25,2.26,0.00,11.61,18,31.23,4.33,32,0,7.66,8.27,4.80,1.72,13.84,13.86,204,49,1,44.26,191.33,157.300003,30.136431,-97.637718,
7822,250209,19,36,24,2.225,0.457,0.618,3.155,1.072,-0.124,-0.228,92,185,99.00,98.24,98.24,511.32,511.36,10.28,3143,231.15,138.75,2.77,0.00,11.61,23,25.26,7.17,32,0,8.64,7.33,4.63,1.25,13.74,13.74,204,50,0,44.06,186.50,157.399994,30.136419,-97.637718,
7892,250209,19,36,24,2.352,0.508,0.573,3.155,1.020,0.040,-0.016,92,185,99.00,98.24,98.24,511.32,511.36,16.89,3216,358.51,212.25,3.18,-1.50,11.61,26,24.14,10.40,32,0,7.60,6.07,1.44,1.03,13.74,14.22,204,56,0,44.06,186.50,157.399994,30.136419,-97.637718,
7959,250209,19,36,24,1.767,0.495,0.575,3.155,0.952,-0.108,0.100,92,185,99.00,98.24,98.24,511.32,511.36,30.64,3251,439.49,260.75,3.40,-0.38,11.61,30,20.04,12.57,32,0,6.26,4.73,0.76,0.90,13.84,13.40,204,61,0,43.71,181.70,157.399994,30.136408,-97.637718,
8032,250209,19,36,24,1.587,0.518,0.558,3.155,0.920,0.016,0.184,92,185,99.00,98.24,98.24,511.33,511.36,30.64,3289,452.63,273.00,3.44,0.00,13.48,34,18.92,12.75,32,0,4.89,3.37,0.76,0.86,13.84,13.26,204,48,1,44.21,177.83,157.399994,30.136396,-97.637718,
8099,250209,19,36,24,2.124,0.495,0.579,3.155,0.940,0.000,0.172,92,185,99.00,98.24,98.24,511.33,511.36,31.44,3369,462.25,282.25,3.49,0.00,16.10,38,18.92,12.82,32,0,3.49,1.97,0.78,0.86,13.74,13.48,204,44,1,44.21,177.83,157.399994,30.136396,-97.637718,
8172,250209,19,36,24,2.356,0.512,0.578,3.155,1.008,-0.004,0.152,92,185,99.00,98.24,98.24,511.33,511.36,32.38,3369,462.25,282.25,3.49,0.00,16.10,38,18.92,12.82,32,0,3.49,1.97,0.78,0.86,13.74,14.30,204,53,-0,44.58,173.22,157.399994,30.136385,-97.637718,
8239,250209,19,36,25,2.304,0.486,0.574,3.155,1.012,0.080,0.260,94,185,99.00,98.24,98.24,511.33,511.36,33.37,3469,469.33,296.00,3.57,0.00,19.10,40,19.30,12.83,29,0,2.06,0.54,0.84,0.88,13.74,14.40,204,65,0,45.56,169.64,157.500000,30.136374,-97.637718,
8312,250209,19,36,25,1.897,0.490,0.560,3.155,0.920,0.004,0.244,94,184,99.00,98.24,98.24,511.33,511.36,33.37,3467,480.98,301.00,3.55,0.00,20.22,40,18.92,12.95,29,0,0.62,-0.91,0.94,0.90,13.84,14.01,204,66,1,45.56,169.64,157.500000,30.136374,-97.637718,
8379,250209,19,36,25,1.786,0.566,0.573,3.155,0.920,0.004,0.244,94,184,99.00,98.24,98.24,511.33,511.36,34.73,3541,492.62,320.75,3.63,0.00,21.72,42,19.30,13.08,29,0,-0.85,-2.38,0.96,0.92,13.94,13.26,204,49,0,46.63,165.40,157.500000,30.136362,-97.637711,
8452,250209,19,36,25,2.016,0.521,0.582,3.155,0.936,-0.028,0.324,94,184,99.00,98.24,98.24,511.33,511.36,35.85,3588,509.73,334.50,3.71,0.00,25.47,43,18.92,13.32,29,0,-2.32,-3.85,1.17,1.00,13.84,13.65,204,49,1,47.52,161.50,157.500000,30.136351,-97.637703,
8522,250209,19,36,25,2.246,0.508,0.578,3.155,0.800,0.024,0.296,94,184,99.00,98.24,98.24,511.33,511.36,35.85,3576,515.30,333.50,3.71,0.00,26.59,44,18.92,13.24,29,0,-3.80,-5.35,1.48,1.09,13.94,13.85,204,54,0,49.41,158.45,157.500000,30.136339,-97.637703,
8592,250209,19,36,25,2.310,0.515,0.576,3.155,0.592,0.100,0.320,94,184,99.00,98.24,98.24,511.33,511.36,35.50,3680,524.64,353.75,3.73,0.00,28.09,44,18.92,13.30,29,0,-5.31,-6.85,1.82,1.19,13.74,14.25,204,59,0,49.41,158.45,157.500000,30.136339,-97.637703,
8659,250209,19,36,25,2.387,0.515,0.563,3.155,0.504,0.104,0.328,92,184,99.00,98.24,98.24,511.33,511.36,36.71,3689,532.33,361.00,3.75,0.00,29.21,44,19.30,13.26,29,0,-6.85,-8.38,2.50,1.39,13.84,14.56,204,65,1,50.30,154.87,157.500000,30.136328,-97.637695,
8732,250209,19,36,25,2.537,0.483,0.575,3.155,0.456,0.064,0.384,92,184,99.00,98.24,98.24,511.33,511.36,36.68,3689,532.33,361.00,3.75,0.00,29.21,44,19.30,13.26,29,0,-6.85,-8.38,2.50,1.39,13.84,14.72,204,71,1,51.84,152.72,157.600006,30.136316,-97.637688,
8799,250209,19,36,25,2.705,0.534,0.564,3.155,0.344,0.092,0.340,92,185,99.00,98.24,98.24,511.33,511.36,38.41,3768,534.68,368.50,3.79,0.00,30.71,44,19.30,13.59,29,0,-4.84,-9.94,4.33,2.17,13.84,14.93,204,74,0,51.84,152.72,157.600006,30.136316,-97.637688,
8872,250209,19,36,25,2.730,0.519,0.563,3.155,0.232,0.120,0.300,92,185,99.00,98.24,98.24,511.33,511.37,35.99,3827,509.25,351.25,3.73,0.00,32.58,37,19.30,12.54,29,0,-3.28,-7.95,4.80,4.51,13.94,15.07,205,77,0,53.34,151.70,157.600006,30.136303,-97.637680,
8939,250209,19,36,25,2.665,0.518,0.557,3.155,0.232,0.120,0.300,92,185,99.00,98.24,98.24,511.33,511.37,35.99,3880,451.46,316.25,3.57,0.00,34.08,31,20.04,10.54,29,0,-1.73,-6.41,4.82,4.76,13.84,14.97,205,79,0,54.54,150.18,157.699997,30.136292,-97.637672,
9012,250209,19,36,25,2.660,0.512,0.564,3.155,0.232,0.072,0.276,92,185,99.00,98.24,98.24,511.33,511.37,30.66,3926,428.19,304.25,3.57,0.00,35.58,29,20.41,10.48,29,0,-0.19,-4.86,4.80,4.80,13.84,15.06,205,79,0,54.54,150.18,157.699997,30.136292,-97.637672,
9079,250209,19,36,25,2.573,0.537,0.577,3.155,0.208,0.096,0.292,92,185,99.00,98.24,98.24,511.33,511.37,31.55,4001,424.28,309.25,3.59,0.00,37.08,29,21.53,10.51,29,0,1.38,-3.29,4.80,4.80,13.94,14.90,205,78,0,55.87,149.31,157.699997,30.136280,-97.637665,
9152,250209,19,36,25,2.657,0.513,0.564,3.155,0.252,0.124,0.140,91,185,99.00,98.24,98.24,511.33,511.37,31.55,4055,422.27,309.25,3.59,0.00,38.20,29,21.91,10.58,33,0,2.97,-1.71,4.80,4.80,13.94,14.97,205,76,0,56.80,148.50,157.699997,30.136267,-97.637657,
9222,250209,19,36,25,2.687,0.500,0.564,3.155,0.188,0.072,0.288,91,184,99.00,98.24,98.24,511.33,511.37,32.19,4101,424.87,316.25,3.63,0.00,39.32,29,22.65,10.89,33,0,4.58,-0.10,4.80,4.80,13.94,14.94,205,77,0,57.60,147.68,157.800003,30.136255,-97.637642,
9292,250209,19,36,25,2.636,0.534,0.563,3.155,0.208,0.044,0.248,91,184,99.00,98.24,98.24,511.34,511.37,33.51,4101,424.87,316.25,3.63,0.00,39.32,29,22.65,10.89,33,0,4.58,-0.10,4.80,4.80,13.94,14.84,205,77,0,57.60,147.68,157.800003,30.136255,-97.637642,
9359,250209,19,36,26,2.572,0.495,0.577,3.155,0.200,0.076,0.204,91,184,99.00,98.24,98.24,511.34,511.37,34.14,4146,422.92,316.75,3.63,0.00,39.32,29,22.65,10.98,33,0,6.19,1.51,4.82,4.80,13.84,14.87,205,77,0,58.80,147.08,157.800003,30.136242,-97.637634,
9433,250209,19,36,26,2.607,0.500,0.576,3.155,0.176,0.024,0.228,91,184,99.00,98.24,98.24,511.34,511.37,34.93,4205,420.92,320.25,3.65,0.00,39.32,29,23.02,11.08,33,0,7.83,3.14,4.82,4.59,13.84,14.87,205,76,0,60.06,146.40,157.800003,30.136229,-97.637627,
9512,250209,19,36,26,2.580,0.495,0.582,3.155,0.128,0.072,0.216,91,184,99.00,98.24,98.24,511.34,511.37,35.93,4258,421.09,324.25,3.65,0.00,39.70,29,23.40,11.25,33,0,9.48,4.79,4.80,3.08,13.84,14.89,205,76,0,60.06,146.40,157.800003,30.136229,-97.637627,
9579,250209,19,36,26,2.543,0.519,0.561,3.155,0.128,0.072,0.216,91,184,99.00,98.24,98.24,511.34,511.37,35.73,4297,410.66,319.25,3.61,0.00,39.70,29,24.14,11.09,33,0,11.14,3.10,4.49,1.80,13.84,14.83,205,76,0,60.75,145.81,157.800003,30.136217,-97.637619,
9652,250209,19,36,26,2.548,0.508,0.578,3.155,0.092,0.060,0.228,89,184,99.00,98.24,98.24,511.34,511.37,35.73,4329,338.88,259.75,3.36,-0.38,39.32,24,27.87,9.02,33,0,10.31,1.43,1.82,1.37,13.94,14.77,205,75,1,61.84,145.50,157.899994,30.136204,-97.637604,
9719,250209,19,36,26,2.525,0.509,0.578,3.155,0.060,0.020,0.160,89,184,99.00,98.24,98.24,511.34,511.37,29.30,4334,263.87,203.50,3.12,-0.38,39.32,23,31.23,6.97,33,0,8.74,-0.15,0.82,1.07,13.84,14.79,205,74,1,61.84,145.50,157.899994,30.136204,-97.637604,
9792,250209,19,36,26,2.577,0.580,0.555,3.155,0.036,0.044,0.120,89,185,99.00,98.24,98.24,511.34,511.37,22.65,4386,240.28,192.00,3.05,-1.12,39.32,23,34.59,6.31,33,0,7.32,-1.59,0.80,0.98,13.94,14.84,205,74,0,62.69,145.02,157.899994,30.136190,-97.637596,
9859,250209,19,36,27,2.596,0.527,0.557,3.155,0.020,0.036,0.100,89,185,99.00,98.24,98.24,511.34,511.37,20.75,4392,233.92,186.50,3.05,-1.12,38.95,22,35.71,6.11,33,0,5.92,-2.98,0.88,1.02,13.84,14.79,205,75,1,63.36,144.82,157.899994,30.136177,-97.637581,
9932,250209,19,36,27,2.547,0.516,0.561,3.155,-0.028,0.036,0.128,89,185,99.00,98.24,98.24,511.34,511.37,20.12,4392,233.92,186.50,3.05,-1.12,38.95,22,35.71,6.11,33,0,5.92,-2.98,0.88,1.02,13.84,14.89,205,75,1,63.67,144.86,157.899994,30.136166,-97.637573,
10031,250209,19,36,27,2.637,0.481,0.577,3.155,-0.028,0.036,0.128,89,185,99.00,98.24,98.24,511.34,511.38,19.92,4437,233.35,189.25,3.05,-1.12,38.95,22,36.08,6.02,33,0,3.11,-5.79,1.02,1.37,13.84,14.87,205,75,1,63.67,144.86,157.899994,30.136166,-97.637573,
10072,250209,19,36,27,2.623,0.522,0.578,3.155,-0.008,0.048,0.068,89,185,99.00,98.24,98.24,511.34,511.38,20.04,4437,233.35,189.25,3.05,-1.12,38.95,22,36.08,6.02,33,0,3.11,-5.79,1.02,1.37,13.84,14.94,205,76,1,63.99,144.58,157.899994,30.136152,-97.637566,
10139,250209,19,36,27,2.585,0.522,0.561,3.155,-0.056,0.032,0.044,89,185,99.00,98.24,98.24,511.34,511.38,20.04,4467,254.02,210.25,3.18,-1.12,39.32,24,34.96,6.52,33,0,1.67,-7.23,1.13,1.95,13.84,14.93,205,77,0,64.49,144.91,157.899994,30.136139,-97.637550,
10212,250209,19,36,27,2.687,0.573,0.448,3.155,-0.052,0.036,0.140,88,185,99.00,98.24,98.24,511.34,511.38,21.84,4507,278.82,228.00,3.26,-1.12,39.32,24,33.47,7.09,38,0,0.15,-5.96,1.41,4.06,13.94,14.85,205,77,0,64.49,144.91,157.899994,30.136139,-97.637550,
10279,250209,19,36,27,2.687,0.525,0.564,3.155,-0.040,0.068,0.152,88,185,99.00,98.24,98.24,511.35,511.38,24.10,4515,282.60,231.00,3.28,-1.12,39.32,24,33.47,7.12,38,0,-1.39,-4.43,1.21,4.59,13.84,14.81,205,77,1,64.76,144.86,157.899994,30.136126,-97.637543,
10352,250209,19,36,27,2.688,0.525,0.564,3.155,-0.072,0.040,0.152,88,185,99.00,98.24,98.24,511.35,511.38,24.10,4548,281.17,231.00,3.28,-0.75,39.32,24,33.47,7.03,38,0,-2.93,-2.89,1.09,4.00,13.84,14.89,205,78,0,65.25,144.90,157.899994,30.136112,-97.637535,
10422,250209,19,36,27,2.621,0.566,0.574,3.155,-0.072,0.040,0.152,88,185,99.00,98.24,98.24,511.35,511.38,23.97,4567,279.38,232.00,3.28,-0.38,39.32,24,34.21,6.90,38,0,-4.47,-3.77,1.17,1.85,13.84,14.87,206,77,0,65.54,145.05,157.899994,30.136099,-97.637520,
10492,250209,19,36,27,2.608,0.521,0.564,3.155,-0.068,0.044,0.108,88,185,99.00,98.24,98.24,511.35,511.38,23.63,4567,279.38,232.00,3.28,-0.38,39.32,24,34.21,6.90,38,0,-4.47,-3.77,1.17,1.85,13.84,14.91,206,76,0,65.54,145.05,157.899994,30.136099,-97.637520,
10559,250209,19,36,27,2.591,0.585,0.553,3.155,-0.084,0.104,0.176,88,185,99.00,98.24,98.24,511.35,511.38,23.31,4598,279.70,233.25,3.26,-0.38,39.70,24,33.84,6.76,38,0,-6.00,-5.31,1.37,1.39,13.84,14.89,206,76,0,66.32,145.31,157.899994,30.136084,-97.637512,
10632,250209,19,36,27,2.595,0.528,0.576,3.155,-0.080,0.008,0.152,88,185,99.00,98.24,98.24,511.35,511.38,22.73,4621,276.30,232.00,3.28,-0.38,39.32,24,34.96,6.56,38,0,-7.54,-6.84,1.76,1.37,13.84,14.95,206,76,1,66.95,145.46,157.899994,30.136070,-97.637497,
10699,250209,19,36,27,2.575,0.493,0.564,3.155,-0.092,0.112,0.128,87,185,99.00,98.24,98.24,511.35,511.38,23.95,4657,295.18,251.50,3.36,-0.38,39.32,25,33.84,6.86,38,0,-9.13,-8.42,2.44,1.76,13.94,14.93,206,76,1,66.95,145.46,157.899994,30.136070,-97.637497,
10772,250209,19,36,27,2.646,0.518,0.576,3.155,-0.128,-0.028,0.132,87,185,99.00,98.24,98.24,511.35,511.38,23.95,4687,318.13,271.75,3.46,-0.38,38.95,26,31.98,7.49,38,0,-7.14,-7.26,4.39,4.14,13.84,14.85,206,76,1,67.17,145.68,157.899994,30.136057,-97.637489,
10839,250209,19,36,27,2.617,0.513,0.553,3.155,-0.096,0.052,0.168,87,185,99.00,98.24,98.24,511.35,511.38,28.53,4730,342.41,294.25,3.55,-0.38,38.95,27,30.48,8.04,38,0,-5.42,-5.55,4.80,4.74,13.74,14.92,206,76,1,67.67,145.89,157.899994,30.136042,-97.637474,
10912,250209,19,36,27,2.615,0.500,0.554,3.155,-0.152,0.144,0.188,87,185,99.00,98.24,98.24,511.35,511.38,28.53,4760,373.49,324.25,3.65,-0.75,38.95,28,28.62,8.72,38,0,-3.70,-3.83,4.80,4.78,13.84,14.93,206,77,1,67.67,145.89,157.899994,30.136042,-97.637474,
10979,250209,19,36,27,2.611,0.532,0.563,3.155,-0.152,0.144,0.188,87,185,99.00,98.24,98.24,511.35,511.39,31.13,4815,379.05,330.75,3.67,-0.75,38.57,29,28.62,9.00,38,0,-1.94,-2.07,4.80,4.80,13.74,14.82,206,77,0,68.28,146.22,157.899994,30.136028,-97.637466,
11052,250209,19,36,27,2.646,0.484,0.553,3.155,-0.132,0.064,0.188,87,185,99.00,98.24,98.24,511.35,511.39,32.49,4815,379.05,330.75,3.67,-0.75,38.57,29,28.62,9.00,38,0,-1.94,-2.07,4.80,4.80,13.74,14.93,206,77,0,68.95,146.51,157.899994,30.136013,-97.637451,
11122,250209,19,36,27,2.647,0.508,0.558,3.155,-0.104,0.128,0.200,87,185,99.00,98.24,98.24,511.35,511.39,33.50,4844,381.72,334.50,3.69,-0.75,38.95,29,28.25,9.22,38,0,-0.18,-0.31,4.80,4.80,13.84,14.99,206,77,0,69.69,146.80,158.000000,30.135998,-97.637444,
11192,250209,19,36,27,2.623,0.483,0.564,3.155,-0.176,0.100,0.196,87,185,99.00,98.24,98.24,511.35,511.39,34.10,4893,378.19,335.75,3.69,-0.75,39.32,29,28.99,9.29,42,0,1.60,1.48,4.80,4.80,13.84,14.96,206,77,0,69.69,146.80,158.000000,30.135998,-97.637444,
11259,250209,19,36,27,2.628,0.572,0.546,3.155,-0.184,0.064,0.216,87,184,99.00,98.24,98.24,511.36,511.39,34.10,4943,375.46,335.75,3.71,-0.75,38.95,29,28.99,9.37,42,0,3.40,3.27,4.80,4.80,13.94,14.95,206,77,0,70.32,147.07,158.000000,30.135984,-97.637436,
11332,250209,19,36,27,2.660,0.496,0.556,3.155,-0.136,0.120,0.156,87,184,99.00,98.24,98.24,511.36,511.39,35.54,4980,375.12,339.75,3.71,-0.75,38.95,29,28.99,9.52,42,0,5.19,5.06,4.80,4.80,13.84,14.98,206,77,0,71.39,147.18,158.000000,30.135969,-97.637421,
11412,250209,19,36,27,2.649,0.499,0.553,3.155,-0.104,0.060,0.180,87,184,99.00,98.24,98.24,511.36,511.39,36.07,5026,371.60,338.50,3.71,0.00,38.95,29,28.99,9.57,42,0,6.98,6.85,4.80,4.80,13.94,15.05,206,78,0,71.39,147.18,158.000000,30.135969,-97.637421,
11479,250209,19,36,27,2.685,0.502,0.564,3.155,-0.104,0.060,0.180,87,184,99.00,98.24,98.24,511.36,511.39,36.07,5062,355.09,324.25,3.65,0.00,38.57,28,30.11,9.40,42,0,8.76,8.63,4.08,4.53,13.84,14.95,206,78,0,72.02,147.63,158.000000,30.135954,-97.637413,
11552,250209,19,36,28,2.634,0.480,0.548,3.155,-0.080,0.048,0.224,87,184,99.00,98.24,98.24,511.36,511.39,35.68,5086,327.71,300.50,3.57,0.00,38.57,27,32.35,8.79,42,0,7.93,8.68,1.48,1.78,13.84,14.97,206,78,0,72.91,147.83,158.000000,30.135937,-97.637398,
11623,250209,19,36,28,2.621,0.529,0.563,3.155,-0.076,0.028,0.140,85,184,99.00,98.24,98.24,511.36,511.39,33.53,5118,315.15,292.00,3.53,-0.75,38.57,27,34.21,8.37,42,0,6.15,6.90,0.82,1.09,13.94,14.90,206,77,0,73.60,148.17,158.000000,30.135921,-97.637390,
11692,250209,19,36,28,2.649,0.534,0.564,3.155,-0.092,0.068,0.148,85,184,99.00,98.24,98.24,511.36,511.39,32.12,5118,315.15,292.00,3.53,-0.75,38.57,27,34.21,8.37,42,0,6.15,6.90,0.82,1.09,13.94,14.90,206,77,1,73.60,148.17,158.000000,30.135921,-97.637390,
11759,250209,19,36,28,2.566,0.509,0.564,3.155,-0.116,-0.016,0.148,85,184,99.00,98.24,98.24,511.36,511.39,24.92,5138,272.73,248.00,3.32,-0.75,39.32,24,36.45,6.47,42,0,4.44,5.18,0.78,0.92,13.84,14.87,206,77,0,74.10,148.39,158.100006,30.135906,-97.637375,
11833,250209,19,36,28,2.611,0.529,0.561,3.155,-0.064,-0.044,-0.084,85,185,99.00,98.24,98.24,511.36,511.40,13.25,5091,176.55,130.75,2.60,0.00,39.32,16,40.56,3.47,42,0,2.94,3.65,0.80,0.92,13.94,14.93,206,77,0,75.01,148.68,158.100006,30.135889,-97.637367,
11912,250209,19,36,28,2.532,0.496,0.564,3.155,-0.072,-0.012,-0.068,85,185,99.00,98.24,98.24,511.36,511.40,8.71,5022,106.87,60.00,1.85,0.00,38.57,0,44.66,2.31,42,0,1.74,2.42,1.25,1.78,13.84,14.73,206,76,0,75.01,148.68,158.100006,30.135889,-97.637367,
